remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
remate_final@ventas.com;cliente1@gmail.com,cliente2@outlook.com;¡Últimas Horas!;No te pierdas nuestro gran remate. ¡Compra ahora!;2024-03-17 12:15:00;2;sospechoso;2;1;0.2;Fail;1;0;1;0;SPAM
seguridad@banco.com;cliente@banco.com.co;Alerta Seguridad;Hemos detectado actividad sospechosa en tu cuenta. Verifica aquí: [link];2024-03-18 15:30:00;4;sospechoso;1;1;0.7;Fail;1;1;3;0;SPAM
correo@empresa.com.co;empleado@empresa.com.co;Reunión Equipo;Recordatorio: Reunión hoy a las 3 PM. ;2024-03-19 11:00:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
ofertas_diarias@descuentos.com;cliente1@hotmail.com,cliente2@yahoo.com;¡Ofertas del Día!;¡Aprovecha nuestras ofertas del día! ;2024-03-20 09:45:00;2;sospechoso;2;2;0.5;Fail;1;0;2;1;SPAM
gana_dinero@rapidamente.net;usuario1@gmail.com,usuario2@hotmail.com;Gane Dinero Rápido!!!;¡¡Gana dinero fácil y rápido!! ¡Regístrate aquí!;2024-03-21 17:00:00;6;lista_negra;3;1;0.1;Fail;1;1;4;1;SPAM
info@tiendaonline.com;cliente@tienda.com.co;Su pedido ha sido enviado;Su pedido ha sido enviado. Puede rastrearlo aquí: [link de seguimiento];2024-03-22 14:30:00;0;comun;1;1;0.9;Pass;0;0;0;0;HAM
promo@tienda.com;cliente@gmail.com;¡Descuento Especial!;¡Aprovecha este descuento especial!;2024-03-23 10:15:00;1;comun;1;1;0.8;Neutral;1;0;1;0;SPAM
avisos@empresa.com;usuario@gmail.com;Cambio de Contraseña;Por favor, cambie su contraseña.;2024-03-24 16:45:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
notificaciones@app.com;usuario@outlook.com;Alerta de App;Nueva notificación en tu aplicación.;2024-03-25 13:20:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
premio_mayor@sorteo.com;usuario1@gmail.com,usuario2@yahoo.com,usuario3@hotmail.com;¡Has Ganado!;¡Felicidades! Has ganado un premio mayor.;2024-03-26 09:50:00;4;lista_negra;3;2;0.3;Fail;1;1;3;0;SPAM
inversiones@inversiones.com;cliente@inversiones.com;Invierta su dinero;Invierta su dinero y gane grandes dividendos.;2024-03-27 11:30:00;2;sospechoso;1;1;0.6;Fail;1;0;1;0;SPAM
ofertas@supermercado.com;cliente@supermercado.com;Ofertas de la Semana;Mira las ofertas de la semana en nuestro supermercado.;2024-03-28 15:00:00;1;comun;1;1;0.9;Pass;0;0;0;0;HAM
soporte_tecnico@internet.com;usuario@internet.com;Problema de Conexión;Hay un problema con su conexión a internet.;2024-03-29 17:45:00;1;comun;1;0;0.95;Pass;0;0;0;0;HAM
mejor_oferta@correo.com;usuario1@gmail.com,usuario2@hotmail.com;¡Oferta Increíble!;No te pierdas esta oferta increíble!!;2024-03-30 10:45:00;3;sospechoso;2;2;0.2;Fail;1;0;2;1;SPAM
ganadinero@facil.com;usuario@gmail.com,usuario2@outlook.com,usuario3@yahoo.com;¡Dinero Fácil!;¡Gane dinero fácilmente desde su casa!;2024-03-31 13:15:00;5;lista_negra;3;3;0.1;Fail;1;1;4;0;SPAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
ganar_millones@example.com;usuario1@mail.com,usuario2@gmail.com,usuario3@hotmail.com;¡Gane un Millón!;¡Felicidades! Ha ganado un millón de pesos. Reclame su premio aquí: [enlace sospechoso];2024-07-26 10:30:00;5;sospechoso;3;1;0.2;Fail;1;1;3;0;SPAM
ofertas_increibles@example.net;cliente@empresa.com.co;Oferta Exclusiva!;Aproveche nuestra increíble oferta. ¡Compre ahora y gane un 50%! ;2024-07-26 12:15:00;3;sospechoso;1;1;0.1;Fail;1;0;2;0;SPAM
notificaciones@bancofalso.com;cuenta123@banco.com.co;Actualización de Cuenta;Su cuenta bancaria requiere atención urgente. Haga clic aquí: [enlace malicioso];2024-07-26 14:45:00;4;lista_negra;1;2;0.3;Fail;1;1;4;1;SPAM
soporte_tecnico@ejemplo.org;usuario@outlook.com;Problemas con su Computadora;Hemos detectado un problema en su computadora. Descargue la solución aquí: [enlace peligroso];2024-07-27 08:00:00;6;sospechoso;1;1;0.2;Fail;1;1;5;1;SPAM
amigo_secreto@mail.com;persona1@gmail.com,persona2@hotmail.com;¡Sorpresa!;Tienes un regalo sorpresa. ¡Descúbrelo!;2024-07-27 11:20:00;1;comun;2;0;0.8;Pass;0;0;0;0;HAM
ganapremiorapido@example.com;usuario4@yahoo.com,usuario5@gmail.com;¡PREMIO GARANTIZADO!;¡Usted ha ganado un premio! Reclámelo aquí: [enlace phishing];2024-07-27 15:50:00;7;lista_negra;4;3;0.1;Fail;1;1;6;1;SPAM
ventas@empresa.com;clientefiel@empresa.com.co;Nueva Promoción;No te pierdas nuestra nueva promoción. ¡Descuentos increíbles!;2024-07-28 09:30:00;1;comun;1;0;0.9;Pass;0;0;1;0;HAM
superoferta@mail.com;cliente1@gmail.com,cliente2@hotmail.com;¡Aprovecha esta Oferta!;Oferta limitada. ¡Compra ahora!;2024-07-28 13:10:00;2;sospechoso;2;1;0.3;Neutral;1;0;2;0;SPAM
remate@example.net;usuario6@mail.com;Remate de Autos;¡Autos a precios increíbles! ;2024-07-29 10:00:00;2;sospechoso;1;1;0.4;Fail;1;0;1;0;SPAM
envios@empresa.com.co;juanperez@empresa.com.co;Confirmación de Pedido;Tu pedido ha sido confirmado. ¡Gracias por tu compra!;2024-07-29 16:45:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
premio_mayor@mail.net;ana@gmail.com,maria@hotmail.com;¡Felicidades! Has Ganado;Tu premio te espera. Reclámalo aquí: [enlace fraudulento];2024-07-30 09:15:00;5;lista_negra;3;2;0.2;Fail;1;1;4;1;SPAM
oferta_unica@example.org;pedro@gmail.com;Oferta Impresionante!;¡No te lo pierdas! Oferta por tiempo limitado;2024-07-30 14:30:00;3;sospechoso;1;1;0.2;Fail;1;0;2;0;SPAM
notificacion_sistema@example.com;usuario7@yahoo.com;Actualización de Software;Actualice su software para evitar problemas.;2024-07-31 11:00:00;1;comun;1;0;0.8;Pass;0;0;1;0;HAM
correo_importante@example.com;cliente22@empresa.com.co;Información Urgente;Información crucial sobre su cuenta. ¡Actúe ahora!;2024-07-31 17:20:00;4;sospechoso;1;1;0.3;Fail;1;0;3;0;SPAM
sorteo_millonario@mail.com;usuario8@gmail.com,usuario9@hotmail.com;¡Ganador del Sorteo!;¡Felicidades, ha ganado un millón de pesos!;2024-08-01 08:45:00;6;lista_negra;2;2;0.1;Fail;1;1;5;1;SPAM
info@empresa.com.co;cliente@empresa.com.co;Factura No. 1234;Adjunto encontrará su factura No. 1234;2024-08-01 12:30:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
gran_oportunidad@example.net;usuario10@yahoo.com;¡Inversión Segura!;Invierta su dinero y obtenga grandes ganancias;2024-08-02 10:15:00;3;sospechoso;1;1;0.2;Fail;1;0;3;0;SPAM
oferta_exclusiva@example.org;cliente11@gmail.com,cliente12@hotmail.com;¡No te lo pierdas!;Oferta exclusiva para ti. ¡Compra ya!;2024-08-02 15:45:00;2;sospechoso;2;1;0.3;Neutral;1;0;2;0;SPAM
atencion_cliente@empresa.com;cliente10@empresa.com.co;Consulta sobre tu pedido;Gracias por tu pedido. Cualquier consulta contáctanos;2024-08-03 09:00:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
mega_premio@mail.com;usuario11@gmail.com,usuario12@outlook.com;¡Premio Mayor!;Has ganado el premio mayor. Reclámalo aquí: [enlace malicioso];2024-08-03 13:20:00;7;lista_negra;3;3;0.1;Fail;1;1;6;1;SPAM
inversion_segura@example.com;usuario13@yahoo.com;Inversión Rentable;Invierta su dinero con nosotros y obtenga altos rendimientos;2024-08-04 11:30:00;4;sospechoso;1;2;0.2;Fail;1;1;4;0;SPAM
soporte@empresa.com.co;usuario14@empresa.com.co;Solicitud de Soporte;Hemos recibido tu solicitud. Nos pondremos en contacto contigo pronto;2024-08-04 16:00:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
oferta_increible@mail.net;usuario15@gmail.com;¡Oferta Limitada!;Aprovecha esta increíble oferta por tiempo limitado;2024-08-05 09:45:00;2;sospechoso;1;1;0.4;Fail;1;0;2;0;SPAM
envio_urgente@example.org;usuario16@hotmail.com;Envio Urgente;Se requiere tu presencia para la recepción de un envio;2024-08-05 14:15:00;1;comun;1;0;0.7;Pass;0;0;1;0;HAM
sorteo_premios@example.com;usuario17@yahoo.com,usuario18@gmail.com;¡Ganaste un premio!;Participa en nuestro sorteo y gana increíbles premios.;2024-08-06 10:50:00;3;sospechoso;2;1;0.3;Neutral;1;0;2;0;SPAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
oferta_increible@gmail.com;usuario1@gmail.com,usuario2@yahoo.com,usuario3@hotmail.com;¡Gane un Millón!;¡Felicidades! Ha ganado un millón de pesos. Reclame su premio aquí: [enlace sospechoso].;2024-03-08 10:30:00;5;sospechoso;3;2;0.2;Fail;1;1;10;1;SPAM
ganador_premio@hotmail.com;cliente1@gmail.com,cliente2@outlook.com;Oferta Exclusiva!;Aproveche nuestra oferta exclusiva de vacaciones en Cartagena. Haga clic aquí para reservar: [enlace malicioso];2024-03-09 14:45:00;4;sospechoso;2;1;0.1;Fail;1;0;7;0;SPAM
banco_colombia_oficial@outlook.com;usuario4@gmail.com;Actualice su cuenta bancaria;Estimado cliente, actualice su información bancaria para evitar el bloqueo de su cuenta. Ingrese aquí: [enlace phishing];2024-03-10 16:20:00;6;lista_negra;1;1;0.3;Fail;1;0;12;1;SPAM
amigo_secreto@gmail.com;ana@gmail.com;¡Sorpresa!;Tienes un regalo sorpresa. Descúbrelo aquí: [enlace engañoso];2024-03-11 09:15:00;3;sospechoso;1;1;0.25;Fail;1;0;5;0;SPAM
notificaciones@paypal.com.co;usuario5@gmail.com,usuario6@hotmail.com;Alerta de Paypal;Su cuenta de Paypal ha sido comprometida. Haga clic aquí para verificar: [enlace falso];2024-03-12 11:00:00;7;lista_negra;2;2;0.1;Fail;1;1;15;1;SPAM
ventas@empresa.com;cliente3@gmail.com;Nueva Promoción!;No te pierdas nuestra nueva promoción. Compra ahora y obtén un 50% de descuento.;2024-03-13 15:30:00;1;comun;1;0;0.8;Pass;0;0;1;0;HAM
soporte_tecnico@hotmail.com;usuario7@gmail.com;Problema con su cuenta;Hemos detectado un problema con su cuenta. Por favor, contacte con nosotros.;2024-03-14 18:45:00;2;sospechoso;1;0;0.9;Neutral;1;0;3;0;SPAM
oferta_unica@yahoo.com;usuario8@gmail.com;¡Oferta irresistible!;No pierda esta oportunidad única de ganar un viaje a Europa.;2024-03-15 10:00:00;4;sospechoso;1;1;0.3;Fail;1;0;6;0;SPAM
informacion_importante@gmail.com;usuario9@outlook.com;Actualizacion de su perfil;Por favor, actualice su información personal para continuar usando nuestro servicio.;2024-03-16 12:15:00;2;comun;1;0;0.9;Pass;0;0;2;0;HAM
compra_exitosa@empresa.com;cliente4@gmail.com;Confirmacion de compra;Gracias por su compra. Su pedido ha sido procesado exitosamente.;2024-03-17 17:30:00;0;comun;1;0;0.95;Pass;0;0;0;0;HAM
remision_factura@gmail.com;cliente5@hotmail.com;Factura N° 12345;Adjunta encontrará la factura N° 12345 de su reciente compra. ;2024-03-18 09:45:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
aviso_importante@outlook.com;usuario10@gmail.com;Actualice su información;Es importante que actualice su información de contacto para seguir recibiendo nuestras notificaciones.;2024-03-19 11:00:00;1;comun;1;0;0.85;Pass;0;0;1;0;HAM
premio_mayor@yahoo.com;usuario11@hotmail.com,usuario12@gmail.com;¡Ha ganado un premio!;Felicidades, ha ganado un premio! Para reclamarlo, haga clic aquí: [enlace sospechoso];2024-03-20 14:30:00;5;sospechoso;2;2;0.2;Fail;1;1;8;1;SPAM
ganancia_millonaria@gmail.com;usuario13@gmail.com,usuario14@yahoo.com;¡Gane un millón!;Ha ganado un millón de pesos! Reclame su premio ahora: [enlace fraudulento];2024-03-21 16:45:00;6;lista_negra;3;1;0.1;Fail;1;1;11;1;SPAM
oferta_increible2@hotmail.com;usuario15@outlook.com;Oferta limitada!;No deje pasar esta increíble oferta. Adquiera nuestro producto ahora.;2024-03-22 10:15:00;3;sospechoso;1;1;0.2;Fail;1;0;4;0;SPAM
correo_importante@gmail.com;usuario16@gmail.com;Información urgente;Por favor, revise esta información urgente. ;2024-03-23 13:30:00;1;comun;1;0;0.9;Pass;0;0;1;0;HAM
notificacion_sistema@outlook.com;usuario17@hotmail.com;Actualizacion de seguridad;Hemos realizado una actualización de seguridad en su cuenta.;2024-03-24 15:45:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
recordatorio_cita@gmail.com;cliente6@gmail.com;Recordatorio de cita;Le recordamos su cita médica para mañana a las 10:00 am.;2024-03-25 08:00:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
oferta_exclusiva@yahoo.com;usuario18@gmail.com;¡Descuento especial!;Disfrute de un descuento especial en nuestros productos. ;2024-03-26 11:15:00;2;sospechoso;1;1;0.3;Fail;1;0;3;0;SPAM
correo_electronico@gmail.com;usuario19@hotmail.com;Mensaje importante;Este es un mensaje importante para usted. ;2024-03-27 14:00:00;1;comun;1;0;0.8;Pass;0;0;1;0;HAM
premio_garantizado@hotmail.com;usuario20@gmail.com,usuario21@outlook.com;¡Gane un premio!;Ha ganado un premio garantizado. Reclámelo aquí: [enlace peligroso];2024-03-28 17:30:00;5;lista_negra;2;2;0.1;Fail;1;1;9;1;SPAM
notificacion_urgente@gmail.com;usuario22@yahoo.com;Accion necesaria;Se requiere su acción inmediata. ;2024-03-29 09:45:00;2;sospechoso;1;0;0.7;Neutral;1;0;2;0;SPAM
oferta_limitada@outlook.com;usuario23@gmail.com;Oferta por tiempo limitado;Aproveche nuestra oferta por tiempo limitado. ;2024-03-30 12:00:00;3;sospechoso;1;1;0.4;Fail;1;0;5;0;SPAM
mensaje_importante@yahoo.com;usuario24@hotmail.com;Información crucial;Esta información es crucial para usted. ;2024-03-31 16:15:00;1;comun;1;0;0.9;Pass;0;0;1;0;HAM
oferta_final@gmail.com;usuario25@gmail.com,usuario26@outlook.com;¡Última oportunidad!;Esta es su última oportunidad para aprovechar esta increíble oferta.;2024-04-01 10:30:00;4;sospechoso;2;1;0.2;Fail;1;0;7;1;SPAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
bancocolpatria@gmail.com;usuario1@example.com,usuario2@example.com;¡Ganaste un premio!;¡Felicidades! Ha ganado un premio de $10.000.000. Para reclamarlo, haga clic aquí: [enlace sospechoso];2024-07-26 10:30:00;5;sospechoso;2;1;0.2;Fail;1;1;3;0;SPAM
ofertasincreibles@hotmail.com;usuario3@example.com;Oferta irresistible!;Obtenga un descuento del 50% en nuestros productos. ¡Compre ahora!;2024-07-26 12:45:00;4;sospechoso;1;2;0.1;Fail;1;0;2;0;SPAM
infonavir@gmail.com;cliente1@example.com;Su crédito Infonavit está listo;Su crédito Infonavit está aprobado. ¡Agende su cita!;2024-07-26 14:15:00;1;comun;1;0;0.8;Pass;0;0;0;0;HAM
soportetecnico@outlook.com;usuario4@example.com,usuario5@example.com,usuario6@example.com;Problema con su cuenta;Su cuenta ha sido bloqueada. Por favor, actualice sus datos aquí: [enlace malicioso];2024-07-26 15:20:00;6;lista_negra;3;1;0.3;Fail;1;1;5;1;SPAM
amigo@gmail.com;usuario7@example.com;¡Noticias importantes!;Te quiero mucho, te extraño. Nos vemos pronto;2024-07-26 16:45:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
ganapremioscolombia@yahoo.com;usuario8@example.com,usuario9@example.com,usuario10@example.com;¡Gane un carro!;Has ganado un carro nuevo. Reclámelo aquí: [enlace fraudulento];2024-07-26 18:00:00;7;sospechoso;3;1;0.15;Fail;1;1;4;0;SPAM
superoferta@hotmail.es;usuario11@example.com;¡Aprovecha esta oferta!;Esta oferta es única. ¡No la dejes pasar!;2024-07-27 09:00:00;3;sospechoso;1;1;0.2;Fail;1;0;1;0;SPAM
notificaciones@gmail.com;usuario12@example.com;Actualizacion de su cuenta;Por favor verifique su cuenta.  Adjunte su documento de identidad para proceder;2024-07-27 10:30:00;2;comun;1;0;0.7;Pass;0;1;1;0;HAM
ventas@example.com;cliente2@example.com;Nueva promoción!;Disfruta de grandes descuentos en productos seleccionados;2024-07-27 11:15:00;1;comun;1;0;0.9;Pass;0;0;0;0;HAM
rifacolombia@outlook.com;usuario13@example.com,usuario14@example.com;¡Felicidades! ¡Ha ganado!;Ha ganado un premio increíble. Para reclamarlo, haga clic aquí: [enlace sospechoso];2024-07-27 13:45:00;5;sospechoso;2;1;0.2;Fail;1;1;3;0;SPAM
atencionalcliente@gmail.com;usuario15@example.com;Su pedido ha sido enviado;Su pedido ha sido enviado. Puede rastrearlo aquí: [enlace a seguimiento];2024-07-27 15:30:00;0;comun;1;1;0.8;Pass;0;0;0;0;HAM
servicioalcliente@hotmail.com;usuario16@example.com;Actualice su información;Por favor, actualice su información personal para evitar inconvenientes;2024-07-27 17:00:00;2;comun;1;0;0.9;Pass;0;0;0;0;HAM
ganador@gmail.com;usuario17@example.com;¡Un gran premio te espera!;Has ganado un premio millonario. ¡Reclámalo ahora!;2024-07-27 18:45:00;4;sospechoso;1;1;0.1;Fail;1;1;2;0;SPAM
seguridadcolombia@outlook.com;usuario18@example.com;Alerta de seguridad;Se ha detectado actividad sospechosa en su cuenta;2024-07-28 09:15:00;3;comun;1;0;0.7;Neutral;0;0;1;0;HAM
promociones@yahoo.com;usuario19@example.com,usuario20@example.com;¡Descuento exclusivo!;Aprovecha nuestro descuento exclusivo del 70%;2024-07-28 10:45:00;2;sospechoso;2;1;0.2;Fail;1;0;1;0;SPAM
ofertasdeldia@gmail.com;usuario21@example.com;Ofertas imperdibles;¡No te pierdas nuestras ofertas del día!;2024-07-28 12:30:00;3;sospechoso;1;2;0.1;Fail;1;0;2;0;SPAM
soportetecnico2@gmail.com;usuario22@example.com;Problema con su cuenta bancaria;Actualice sus datos bancarios para evitar el bloqueo de su cuenta;2024-07-28 14:00:00;4;sospechoso;1;1;0.25;Fail;1;1;3;0;SPAM
notificacionesbancarias@hotmail.com;usuario23@example.com;Transacción bancaria;Se ha realizado una transacción en su cuenta;2024-07-28 15:45:00;1;comun;1;0;0.8;Pass;0;0;0;0;HAM
premioscolombia@gmail.com;usuario24@example.com;¡Ha ganado un viaje!;Ha ganado un viaje todo incluido a Cartagena;2024-07-28 17:15:00;4;sospechoso;1;1;0.1;Fail;1;1;2;0;SPAM
correoimportante@outlook.com;usuario25@example.com;Información crucial;Se requiere su confirmación urgente;2024-07-29 09:00:00;2;sospechoso;1;0;0.6;Neutral;1;0;1;0;SPAM
javier@gmail.com;ana@example.com;Cita médica;Recuerda tu cita médica para mañana a las 10:00 AM;2024-07-29 10:30:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
maria@hotmail.com;pedro@example.com;Feliz cumpleaños!;Feliz cumpleaños, querido Pedro. ¡Que tengas un gran día!;2024-07-29 12:00:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
juan@example.com;sofia@example.com;Reunion de trabajo;Recuerdo la reunión de trabajo de hoy a las 3pm;2024-07-29 14:00:00;0;comun;1;0;0.8;Pass;0;0;0;0;HAM
empresaX@gmail.com;cliente3@example.com;Factura numero 123;Adjunto su factura numero 123 para su revisión;2024-07-29 16:00:00;0;comun;1;0;0.7;Pass;0;0;0;0;HAM
soporte@example.com;usuario26@example.com;Su contraseña ha sido actualizada;Su contraseña ha sido actualizada exitosamente. Si no ha realizado esta acción, por favor contacte nuestro soporte;2024-07-29 18:00:00;1;comun;1;0;0.9;Pass;0;0;0;0;HAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
OfertasIncreibles@ganamillones.net;usuario1@mail.com,usuario2@mail.com,usuario3@mail.com;¡Gane un Millón!;¡Felicidades! Ha ganado un millón de pesos. Reclame su premio aquí: [enlace sospechoso].;2024-07-26 10:30:00;5;sospechoso;3;2;0.2;Fail;1;1;8;1;SPAM
BancoColombia@seguridad.com;cliente@bancocolombia.com;Actualización Seguridad;Estimado cliente, actualice su información bancaria aquí: [enlace peligroso].;2024-07-26 12:15:00;3;sospechoso;1;1;0.8;Fail;1;0;3;0;SPAM
soporte@ayuda.com;usuario4@mail.com;Problema con su cuenta;Su cuenta ha sido comprometida. Haga clic aquí para restablecerla: [enlace falso];2024-07-26 14:45:00;4;lista_negra;1;1;0.1;Fail;1;0;5;1;SPAM
ventas@superofertas.co;cliente1@gmail.com,cliente2@hotmail.com;Ofertas Limitadas;¡Aproveche nuestras increíbles ofertas! Compre ahora y obtenga un 50% de descuento. ;2024-07-26 16:00:00;2;comun;2;1;0.9;Pass;1;0;2;0;SPAM
amigo@gmail.com;familiar@gmail.com;Cita Médica;Recuerda tu cita médica para mañana a las 10:00 AM.;2024-07-27 08:00:00;0;comun;1;0;0.0;Pass;0;0;0;0;HAM
ganapremi@correo.com;usuario5@mail.com,usuario6@mail.com;¡Premio sorpresa!;Ha ganado un viaje a Cartagena. ¡Reclámelo ahora!;2024-07-27 09:30:00;6;sospechoso;2;3;0.3;Fail;1;1;7;1;SPAM
notificaciones@redessociales.com;usuario7@hotmail.com;Actualización de seguridad;Por favor, actualice su contraseña en este enlace: [enlace seguro];2024-07-27 11:00:00;1;comun;1;1;0.5;Pass;1;0;1;0;HAM
premiomayor@lotteria.com;usuario8@gmail.com;¡Felicitaciones! ¡Ha ganado!;Ha ganado un premio mayor.  Para reclamarlo, haga clic aquí: [enlace].;2024-07-27 13:45:00;4;sospechoso;1;2;0.2;Fail;1;1;4;1;SPAM
servicioalcliente@empresa.com;cliente3@outlook.com;Su pedido ha sido enviado;Su pedido #12345 ha sido enviado. Puede rastrearlo aquí: [enlace de rastreo];2024-07-27 15:30:00;0;comun;1;1;0.7;Pass;0;0;0;0;HAM
soportetecnico@empresa.com.co;usuario9@gmail.com;Problemas con su computador;Hemos detectado problemas en su equipo, descargue el antivirus aquí: [enlace];2024-07-27 17:00:00;3;sospechoso;1;1;0.6;Fail;1;0;2;1;SPAM
ofertasincreibles@promociones.co;usuario10@hotmail.com;¡Descuento exclusivo!;¡Aproveche el 70% de descuento en nuestros productos!;2024-07-28 09:00:00;2;comun;1;1;0.9;Pass;1;0;1;0;SPAM
